# Compiler-generated DATA with no reachable source spelling, in two classes:
#   common  a COFF COMMON cl emits from a header-inline's function-local static
#           (DATA() is main-file-only) or its ??_B dynamic-init guard byte (no
#           source spelling at all). No owning TU exists - cl emits a copy into
#           every instantiating TU and the linker merges them - so only the
#           retail address is stated; owner documents the emitting header inline.
#           Everything else is re-proven against the base objs' COMMON tables
#           every build (gruntz.audit.compgen_data).
#   copy    a reviewed per-TU copy of a header static (the GruntDirStatics
#           device, docs/data-attribution.md): owner is the emitting TU, decided
#           by its $E static initializer's position. Several rows may share one
#           rva (each TU's copy folds onto the same retail byte).
# labels.py folds both classes into build/gen/symbol_names.csv.
rva	size	name	owner	class
0x0022ce18	0xc	?s_gruntDirSouthWest_22ce18@@3UGruntDirectionCell@@A	videooptions	copy
0x0022ce40	0xc	?s_gruntDirEast_22ce40@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ce50	0xc	?s_gruntDirNorth_22ce50@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ce60	0xc	?s_gruntDirSouth_22ce60@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ce70	0xc	?s_gruntDirWest_22ce70@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ce80	0xc	?s_gruntDirNorthEast_22ce80@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ce90	0xc	?s_gruntDirNorthWest_22ce90@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022cea0	0xc	?s_gruntDirSouthEast_22cea0@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022ceb0	0xc	?s_gruntDirCenter_22ceb0@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022cec0	0xc	?s_gruntDirSouthWest_22cec0@@3UGruntDirectionCell@@A	creditsstate	copy
0x0022cef0	0x1	$S2277272	cursorsnapactreg	copy
0x0022cf28	0xc	?s_gruntDirEast_22cf28@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022cf38	0xc	?s_gruntDirNorth_22cf38@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022cf48	0xc	?s_gruntDirSouth_22cf48@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022cf58	0xc	?s_gruntDirWest_22cf58@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d168	0xc	?s_gruntDirNorthEast_22d168@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d178	0xc	?s_gruntDirNorthWest_22d178@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d188	0xc	?s_gruntDirSouthEast_22d188@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d198	0xc	?s_gruntDirCenter_22d198@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d1a8	0xc	?s_gruntDirSouthWest_22d1a8@@3UGruntDirectionCell@@A	customworlddialog	copy
0x0022d258	0xc	?s_gruntDirEast_22d258@@3UGruntDirectionCell@@A	demo	copy
0x0022d268	0xc	?s_gruntDirNorth_22d268@@3UGruntDirectionCell@@A	demo	copy
0x0022d278	0xc	?s_gruntDirSouth_22d278@@3UGruntDirectionCell@@A	demo	copy
0x0022d288	0xc	?s_gruntDirWest_22d288@@3UGruntDirectionCell@@A	demo	copy
0x0022d298	0xc	?s_gruntDirNorthEast_22d298@@3UGruntDirectionCell@@A	demo	copy
0x0022d2a8	0xc	?s_gruntDirNorthWest_22d2a8@@3UGruntDirectionCell@@A	demo	copy
0x0022d2b8	0xc	?s_gruntDirSouthEast_22d2b8@@3UGruntDirectionCell@@A	demo	copy
0x0022d2c8	0xc	?s_gruntDirCenter_22d2c8@@3UGruntDirectionCell@@A	demo	copy
0x0022d2d8	0xc	?s_gruntDirSouthWest_22d2d8@@3UGruntDirectionCell@@A	demo	copy
0x0022d300	0xc	?s_gruntDirEast_22d300@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d310	0xc	?s_gruntDirNorth_22d310@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d320	0xc	?s_gruntDirSouth_22d320@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d330	0xc	?s_gruntDirWest_22d330@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d340	0xc	?s_gruntDirNorthEast_22d340@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d350	0xc	?s_gruntDirNorthWest_22d350@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d360	0xc	?s_gruntDirSouthEast_22d360@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d370	0xc	?s_gruntDirCenter_22d370@@3UGruntDirectionCell@@A	dircellmethods	copy
0x0022d380	0xc	?s_gruntDirSouthWest_22d380@@3UGruntDirectionCell@@A	dircellmethods	copy
0x00245440	0x1	_$S31$S	gruntstartingpoint	copy
0x00245448	0xc	?s_gruntDirEast_245448@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x00245454	0x1	$S2376956	fortressflag	copy
0x00245458	0x1	_$S31$S	wormholeacts	copy
0x0024545c	0x1	_$S31$S	gruntcreationpoint	copy
0x00245460	0xc	?s_gruntDirNorth_245460@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x0024546c	0x1	$S2376980	wormhole	copy
0x00245470	0x1	$S2376984	wormhole	copy
0x00245474	0x1	$S2376988	wormhole	copy
0x00245478	0xc	?s_gruntDirSouth_245478@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x00245484	0x1	$S2377004	secretteleportertrigger	copy
0x00245488	0x1	$S2377008	secretteleportertrigger	copy
0x00245490	0xc	?s_gruntDirWest_245490@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x0024549c	0x1	_$S31$S	warlord	copy
0x002454a0	0xc	?s_gruntDirNorthEast_2454a0@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x002454b0	0xc	?s_gruntDirNorthWest_2454b0@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x002454c0	0xc	?s_gruntDirSouthEast_2454c0@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x002454d0	0xc	?s_gruntDirCenter_2454d0@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x002454e0	0xc	?s_gruntDirSouthWest_2454e0@@3UGruntDirectionCell@@A	secretteleportertrigger	copy
0x00245514	0x1	_?$S@?BA@??NotifyFortUnderAttack@CWarlord@@QAEHXZ@4EA$S	warlord	copy
0x00245708	0x1	$S2377648	fortressflag	copy
0x0024570c	0x1	$S2377652	fortressflag	copy
0x00245710	0xc	?s_gruntDirEast_245710@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245720	0xc	?s_gruntDirNorth_245720@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245730	0xc	?s_gruntDirSouth_245730@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245740	0xc	?s_gruntDirWest_245740@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245778	0xc	?s_gruntDirNorthEast_245778@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245788	0xc	?s_gruntDirNorthWest_245788@@3UGruntDirectionCell@@A	fortressflag	copy
0x00245798	0xc	?s_gruntDirSouthEast_245798@@3UGruntDirectionCell@@A	fortressflag	copy
0x002457a8	0xc	?s_gruntDirCenter_2457a8@@3UGruntDirectionCell@@A	fortressflag	copy
0x002457b8	0xc	?s_gruntDirSouthWest_2457b8@@3UGruntDirectionCell@@A	fortressflag	copy
0x002458c8	0xc	_s_gruntDirEast$S	gruntcombat	copy
0x002458d8	0xc	_s_gruntDirNorth$S	gruntcombat	copy
0x002458e8	0xc	_s_gruntDirSouth$S	gruntcombat	copy
0x002458f8	0xc	_s_gruntDirWest$S	gruntcombat	copy
0x00245908	0xc	_s_gruntDirNorthEast$S	gruntcombat	copy
0x00245918	0xc	_s_gruntDirNorthWest$S	gruntcombat	copy
0x00245928	0xc	_s_gruntDirSouthEast$S	gruntcombat	copy
0x00245938	0xc	_s_gruntDirCenter$S	gruntcombat	copy
0x00245948	0xc	_s_gruntDirSouthWest$S	gruntcombat	copy
0x002459f0	0x1	_$S173$S	gruntcombat	copy
0x00245b70	0xc	?s_gruntDirEast_245b70@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245b80	0xc	?s_gruntDirNorth_245b80@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245b90	0xc	?s_gruntDirSouth_245b90@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245ba0	0xc	?s_gruntDirWest_245ba0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245bb0	0xc	?s_gruntDirNorthEast_245bb0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245bc0	0xc	?s_gruntDirNorthWest_245bc0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245bd0	0xc	?s_gruntDirSouthEast_245bd0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245be0	0xc	?s_gruntDirCenter_245be0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245bf0	0xc	?s_gruntDirSouthWest_245bf0@@3UGruntDirectionCell@@A	triggermgrhittest	copy
0x00245c38	0x1	_$S31$S	grunthealthsprite	copy
0x00245c3c	0x1	_$S31$S	gruntselectedsprite	copy
0x00245c40	0xc	?s_gruntDirEast_245c40@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245c4c	0x1	_$S31$S	gruntpowerupsprite	copy
0x00245c50	0x1	_$S31$S	grunttoysprite	copy
0x00245c58	0xc	?s_gruntDirNorth_245c58@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245c68	0xc	?s_gruntDirSouth_245c68@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245c78	0xc	?s_gruntDirWest_245c78@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245d28	0xc	?s_gruntDirNorthEast_245d28@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245d38	0xc	?s_gruntDirNorthWest_245d38@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245d48	0xc	?s_gruntDirSouthEast_245d48@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245d58	0xc	?s_gruntDirCenter_245d58@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245d68	0xc	?s_gruntDirSouthWest_245d68@@3UGruntDirectionCell@@A	gruntindicatorlogicdispatch	copy
0x00245db8	0xc	?s_gruntDirEast_245db8@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245dc8	0xc	?s_gruntDirNorth_245dc8@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245dd8	0xc	?s_gruntDirSouth_245dd8@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245de8	0xc	?s_gruntDirWest_245de8@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245ef8	0xc	?s_gruntDirNorthEast_245ef8@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245f08	0xc	?s_gruntDirNorthWest_245f08@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245f18	0xc	?s_gruntDirSouthEast_245f18@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245f28	0xc	?s_gruntDirCenter_245f28@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245f38	0xc	?s_gruntDirSouthWest_245f38@@3UGruntDirectionCell@@A	gruntzapp	copy
0x00245f98	0xc	?s_gruntDirEast_245f98@@3UGruntDirectionCell@@A	brickzload	copy
0x00245fa8	0xc	?s_gruntDirNorth_245fa8@@3UGruntDirectionCell@@A	brickzload	copy
0x00245fb8	0xc	?s_gruntDirSouth_245fb8@@3UGruntDirectionCell@@A	brickzload	copy
0x00245fc8	0xc	?s_gruntDirWest_245fc8@@3UGruntDirectionCell@@A	brickzload	copy
0x00245fd8	0xc	?s_gruntDirNorthEast_245fd8@@3UGruntDirectionCell@@A	brickzload	copy
0x00245fe8	0xc	?s_gruntDirNorthWest_245fe8@@3UGruntDirectionCell@@A	brickzload	copy
0x00245ff8	0xc	?s_gruntDirSouthEast_245ff8@@3UGruntDirectionCell@@A	brickzload	copy
0x00246008	0xc	?s_gruntDirCenter_246008@@3UGruntDirectionCell@@A	brickzload	copy
0x00246018	0xc	?s_gruntDirSouthWest_246018@@3UGruntDirectionCell@@A	brickzload	copy
0x002460c0	0xc	?s_gruntDirEast_2460c0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002460d0	0xc	?s_gruntDirNorth_2460d0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002460e0	0xc	?s_gruntDirSouth_2460e0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002460f0	0xc	?s_gruntDirWest_2460f0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002461d0	0xc	?s_gruntDirNorthEast_2461d0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002461e0	0xc	?s_gruntDirNorthWest_2461e0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x002461f0	0xc	?s_gruntDirSouthEast_2461f0@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x00246208	0xc	?s_gruntDirCenter_246208@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x00246218	0xc	?s_gruntDirSouthWest_246218@@3UGruntDirectionCell@@A	gruntzmgr	copy
0x00246668	0xc	?s_gruntDirEast_246668@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x00246678	0xc	?s_gruntDirNorth_246678@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x00246688	0xc	?s_gruntDirSouth_246688@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x00246698	0xc	?s_gruntDirWest_246698@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x002466a8	0xc	?s_gruntDirNorthEast_2466a8@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x002466b8	0xc	?s_gruntDirNorthWest_2466b8@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x002466c8	0xc	?s_gruntDirSouthEast_2466c8@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x002466d8	0xc	?s_gruntDirCenter_2466d8@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x002466e8	0xc	?s_gruntDirSouthWest_2466e8@@3UGruntDirectionCell@@A	gruntzwnd	copy
0x00246710	0xc	?s_gruntDirEast_246710@@3UGruntDirectionCell@@A	helpstate	copy
0x00246720	0xc	?s_gruntDirNorth_246720@@3UGruntDirectionCell@@A	helpstate	copy
0x00246730	0xc	?s_gruntDirSouth_246730@@3UGruntDirectionCell@@A	helpstate	copy
0x00246740	0xc	?s_gruntDirWest_246740@@3UGruntDirectionCell@@A	helpstate	copy
0x00246750	0xc	?s_gruntDirNorthEast_246750@@3UGruntDirectionCell@@A	helpstate	copy
0x00246760	0xc	?s_gruntDirNorthWest_246760@@3UGruntDirectionCell@@A	helpstate	copy
0x00246770	0xc	?s_gruntDirSouthEast_246770@@3UGruntDirectionCell@@A	helpstate	copy
0x00246780	0xc	?s_gruntDirCenter_246780@@3UGruntDirectionCell@@A	helpstate	copy
0x00246790	0xc	?s_gruntDirSouthWest_246790@@3UGruntDirectionCell@@A	helpstate	copy
0x002467b8	0x1	$S2381920	ingameicon	copy
0x002467bc	0x1	$S2381924	ingameicon	copy
0x002467c0	0x1	$S2381928	ingameicon	copy
0x002467c8	0xc	?s_gruntDirEast_2467c8@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x002467d8	0xc	?s_gruntDirNorth_2467d8@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x002467e8	0xc	?s_gruntDirSouth_2467e8@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x002467f8	0xc	?s_gruntDirWest_2467f8@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246830	0xc	?s_gruntDirNorthEast_246830@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246840	0xc	?s_gruntDirNorthWest_246840@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246850	0xc	?s_gruntDirSouthEast_246850@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246860	0xc	?s_gruntDirCenter_246860@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246870	0xc	?s_gruntDirSouthWest_246870@@3UGruntDirectionCell@@A	ingameuilogicdispatch	copy
0x00246938	0xc	?s_gruntDirEast_246938@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246948	0xc	?s_gruntDirNorth_246948@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246958	0xc	?s_gruntDirSouth_246958@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246968	0xc	?s_gruntDirWest_246968@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246978	0xc	?s_gruntDirNorthEast_246978@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246988	0xc	?s_gruntDirNorthWest_246988@@3UGruntDirectionCell@@A	statedispatch	copy
0x00246998	0xc	?s_gruntDirSouthEast_246998@@3UGruntDirectionCell@@A	statedispatch	copy
0x002469a8	0xc	?s_gruntDirCenter_2469a8@@3UGruntDirectionCell@@A	statedispatch	copy
0x002469b8	0xc	?s_gruntDirSouthWest_2469b8@@3UGruntDirectionCell@@A	statedispatch	copy
0x002469e0	0x1	_$S58$S	lightfx	copy
0x002469e8	0xc	?s_gruntDirEast_2469e8@@3UGruntDirectionCell@@A	lightfx	copy
0x002469f8	0xc	?s_gruntDirNorth_2469f8@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a08	0xc	?s_gruntDirSouth_246a08@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a18	0xc	?s_gruntDirWest_246a18@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a50	0xc	?s_gruntDirNorthEast_246a50@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a60	0xc	?s_gruntDirNorthWest_246a60@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a70	0xc	?s_gruntDirSouthEast_246a70@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a80	0xc	?s_gruntDirCenter_246a80@@3UGruntDirectionCell@@A	lightfx	copy
0x00246a90	0xc	?s_gruntDirSouthWest_246a90@@3UGruntDirectionCell@@A	lightfx	copy
0x00246ac8	0xc	?s_gruntDirEast_246ac8@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246ad8	0xc	?s_gruntDirNorth_246ad8@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246ae8	0xc	?s_gruntDirSouth_246ae8@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246af8	0xc	?s_gruntDirWest_246af8@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b08	0xc	?s_gruntDirNorthEast_246b08@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b18	0xc	?s_gruntDirNorthWest_246b18@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b28	0xc	?s_gruntDirSouthEast_246b28@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b38	0xc	?s_gruntDirCenter_246b38@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b48	0xc	?s_gruntDirSouthWest_246b48@@3UGruntDirectionCell@@A	lightfxmgr	copy
0x00246b70	0xc	?s_gruntDirEast_246b70@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246b80	0xc	?s_gruntDirNorth_246b80@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246b90	0xc	?s_gruntDirSouth_246b90@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246ba0	0xc	?s_gruntDirWest_246ba0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246bb0	0xc	?s_gruntDirNorthEast_246bb0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246bc0	0xc	?s_gruntDirNorthWest_246bc0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246bd0	0xc	?s_gruntDirSouthEast_246bd0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246be0	0xc	?s_gruntDirCenter_246be0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246bf0	0xc	?s_gruntDirSouthWest_246bf0@@3UGruntDirectionCell@@A	loadgamemenu	copy
0x00246c30	0xc	?s_gruntDirEast_246c30@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c40	0xc	?s_gruntDirNorth_246c40@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c50	0xc	?s_gruntDirSouth_246c50@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c60	0xc	?s_gruntDirWest_246c60@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c70	0xc	?s_gruntDirNorthEast_246c70@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c80	0xc	?s_gruntDirNorthWest_246c80@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246c90	0xc	?s_gruntDirSouthEast_246c90@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246ca0	0xc	?s_gruntDirCenter_246ca0@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246cb0	0xc	?s_gruntDirSouthWest_246cb0@@3UGruntDirectionCell@@A	mapmgr	copy
0x00246cf0	0xc	?s_gruntDirEast_246cf0@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d00	0xc	?s_gruntDirNorth_246d00@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d10	0xc	?s_gruntDirSouth_246d10@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d20	0xc	?s_gruntDirWest_246d20@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d30	0xc	?s_gruntDirNorthEast_246d30@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d40	0xc	?s_gruntDirNorthWest_246d40@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d50	0xc	?s_gruntDirSouthEast_246d50@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d60	0xc	?s_gruntDirCenter_246d60@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246d70	0xc	?s_gruntDirSouthWest_246d70@@3UGruntDirectionCell@@A	mainmenubuilder	copy
0x00246da0	0xc	?s_gruntDirEast_246da0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246db0	0xc	?s_gruntDirNorth_246db0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246dc0	0xc	?s_gruntDirSouth_246dc0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246dd0	0xc	?s_gruntDirWest_246dd0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246de0	0xc	?s_gruntDirNorthEast_246de0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246df0	0xc	?s_gruntDirNorthWest_246df0@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246e00	0xc	?s_gruntDirSouthEast_246e00@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246e10	0xc	?s_gruntDirCenter_246e10@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246e20	0xc	?s_gruntDirSouthWest_246e20@@3UGruntDirectionCell@@A	lightfxrender	copy
0x00246e6c	0x1	_$S31$S	anicycle	copy
0x00246e70	0xc	?s_gruntDirEast_246e70@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246e7c	0x1	_$S31$S	simpleanimation	copy
0x00246e80	0x1	_$S31$S	singleframemessage	copy
0x00246e84	0x1	_$S31$S	behindcandyani	copy
0x00246e88	0x1	_$S31$S	frontcandyani	copy
0x00246e8c	0x1	_$S31$S	logicdispatchinit	copy
0x00246e90	0xc	?s_gruntDirNorth_246e90@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246e9c	0x1	$S2383684	singleanimation	copy
0x00246ea0	0x1	_$S31$S	menusparkle	copy
0x00246ea8	0xc	?s_gruntDirSouth_246ea8@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246eb8	0xc	?s_gruntDirWest_246eb8@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246f18	0xc	?s_gruntDirNorthEast_246f18@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246f28	0xc	?s_gruntDirNorthWest_246f28@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246f38	0xc	?s_gruntDirSouthEast_246f38@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246f48	0xc	?s_gruntDirCenter_246f48@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00246f58	0xc	?s_gruntDirSouthWest_246f58@@3UGruntDirectionCell@@A	visualandmarkerlogicdispatch	copy
0x00247090	0x1	_$S31$S	spotlight	copy
0x00247094	0x1	_$S31$S	rollingball	copy
0x00247098	0xc	?s_gruntDirEast_247098@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x002470a4	0x1	_$S31$S	pathhazard	copy
0x002470a8	0x1	_$S31$S	kitchenslime	copy
0x002470b0	0xc	?s_gruntDirNorth_2470b0@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x002470c0	0xc	?s_gruntDirSouth_2470c0@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x002470d0	0xc	?s_gruntDirWest_2470d0@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247130	0xc	?s_gruntDirNorthEast_247130@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247140	0xc	?s_gruntDirNorthWest_247140@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247150	0xc	?s_gruntDirSouthEast_247150@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247160	0xc	?s_gruntDirCenter_247160@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247170	0xc	?s_gruntDirSouthWest_247170@@3UGruntDirectionCell@@A	hazardlogicdispatch	copy
0x00247290	0xc	?s_gruntDirEast_247290@@3UGruntDirectionCell@@A	multi	copy
0x002472a0	0xc	?s_gruntDirNorth_2472a0@@3UGruntDirectionCell@@A	multi	copy
0x002472b0	0xc	?s_gruntDirSouth_2472b0@@3UGruntDirectionCell@@A	multi	copy
0x002472c0	0xc	?s_gruntDirWest_2472c0@@3UGruntDirectionCell@@A	multi	copy
0x002476e0	0xc	?s_gruntDirNorthEast_2476e0@@3UGruntDirectionCell@@A	multi	copy
0x002476f0	0xc	?s_gruntDirNorthWest_2476f0@@3UGruntDirectionCell@@A	multi	copy
0x00247700	0xc	?s_gruntDirSouthEast_247700@@3UGruntDirectionCell@@A	multi	copy
0x00247710	0xc	?s_gruntDirCenter_247710@@3UGruntDirectionCell@@A	multi	copy
0x00247720	0xc	?s_gruntDirSouthWest_247720@@3UGruntDirectionCell@@A	multi	copy
0x0024a578	0xc	?s_gruntDirEast_24a578@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a588	0xc	?s_gruntDirNorth_24a588@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a598	0xc	?s_gruntDirSouth_24a598@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a5a8	0xc	?s_gruntDirWest_24a5a8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a5b8	0xc	?s_gruntDirNorthEast_24a5b8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a5c8	0xc	?s_gruntDirNorthWest_24a5c8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a5d8	0xc	?s_gruntDirSouthEast_24a5d8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
0x0024a5e8	0xc	?s_gruntDirCenter_24a5e8@@3UGruntDirectionCell@@A	netlobbydialogs	copy
